D & B Used Cars|111 Old Benbrook Rd|817-555-5555
77200|2011|BMW|X3|SUV|Black|146210|10900.0
55115|2009|Ford|Escape Hybrid|SUV|Green|199443|4950.0
22910|2005|Toyota|Sequoia|SUV|Silver|233990|6450.0
55890|2020|Mazda|3|Sedan|Red|28000|21900.0
33190|2014|Subaru|Legacy|Sedan|Blue|110220|11450.0
77777|2018|GMC|Terrain|SUV|White|55010|19995.0
11456|2021|Kia|Telluride|SUV|Black|15000|37995.0
88990|2023|Tesla|Model S|Sedan|Red|2200|78995.0
19001|1998|Honda|Civic|Coupe|Green|305000|1500.0
77331|2017|Chevrolet|Cruze|Sedan|Gray|83210|9990.0
88210|2018|Ford|Expedition|SUV|Blue|60210|36900.0
11990|2020|Hyundai|Palisade|SUV|White|25000|33900.0
55177|2023|Volkswagen|Tiguan|SUV|Silver|4100|30950.0
66290|2015|Nissan|Armada|SUV|Black|127900|19900.0
77419|2019|Jeep|Grand Cherokee|SUV|Gray|44400|32900.0
22834|2012|Toyota|Yaris|Sedan|Blue|140220|5950.0
99201|2023|Mercedes-Benz|GLE 350|SUV|Black|6100|65995.0
88199|2021|BMW|X7|SUV|White|15200|73900.0
77455|2018|Audi|Q7|SUV|Gray|48000|38900.0
66388|2019|Lexus|RX 350|SUV|Blue|39200|41995.0
55213|2020|Infiniti|Q50|Sedan|Red|21500|31900.0
44181|2017|Acura|MDX|SUV|Silver|72500|26900.0
88350|2022|Porsche|Macan|SUV|Black|9100|67950.0
44892|2015|Jaguar|XF|Sedan|White|80800|19995.0
33991|2016|Land Rover|Discovery Sport|SUV|Gray|69200|22900.0
55772|2014|Volvo|XC60|SUV|Blue|112400|15900.0
77281|2023|Cadillac|Escalade|SUV|Black|3000|92950.0
88971|2021|Lincoln|Navigator|SUV|White|14800|78900.0
78331|2013|BMW|740i|Sedan|Black|128200|15950.0
66172|2018|Audi|A6|Sedan|Silver|70310|29995.0
99288|2022|Lexus|IS 300|Sedan|Gray|6700|38995.0
55412|2017|Infiniti|QX60|SUV|Brown|85440|24900.0
33711|2015|Acura|TLX|Sedan|Black|99400|15900.0
88241|2020|Porsche|Cayenne|SUV|White|22000|79900.0
77491|2018|Jaguar|F-Pace|SUV|Blue|51000|35995.0
66391|2023|Volvo|XC90|SUV|Silver|4300|62995.0
55133|2019|Cadillac|CT6|Sedan|White|33300|34900.0
99881|2016|Mercedes-Benz|C300|Sedan|Gray|86500|21900.0
88721|2021|Audi|A7|Sedan|Black|14200|54900.0
77301|2017|Lexus|GS 350|Sedan|Blue|78300|28900.0
44700|2014|Infiniti|QX80|SUV|White|120300|23900.0
99220|2013|Acura|RDX|SUV|Silver|132200|12900.0
55991|2022|BMW|M3|Sedan|Red|8000|79950.0
33900|2019|Porsche|Panamera|Sedan|Black|31000|88900.0
66449|2018|Jaguar|XE|Sedan|Gray|61200|21900.0
44581|2015|Land Rover|Range Rover Sport|SUV|Blue|98000|36900.0
77551|2020|Volvo|S90|Sedan|White|22000|39900.0
55612|2023|Cadillac|Lyriq|SUV|Black|1200|69950.0
88291|2021|Lincoln|Aviator|SUV|Gray|15200|56900.0
33822|2017|Mercedes-Benz|GLA 250|SUV|Silver|74300|22900.0
66317|2020|Audi|Q5|SUV|Black|30500|35900.0
55192|2018|Lexus|NX 300|SUV|Red|51000|29995.0
44722|2016|Infiniti|Q70|Sedan|White|90400|18900.0
77911|2014|Acura|ILX|Sedan|Blue|121900|10900.0
99110|2019|Porsche|718 Cayman|Coupe|Yellow|18000|61900.0
88233|2023|Mercedes-Benz|EQS 450|Sedan|Black|2300|94950.0
80110|2023|Chevrolet|Silverado 1500 Custom|Truck|White|5200|37995.0
80111|2022|Chevrolet|Silverado 1500 Custom|Truck|Black|14300|34950.0
80112|2021|Chevrolet|Silverado 1500 Custom|Truck|Red|28500|32900.0
80210|2023|Chevrolet|Silverado 1500 Custom Trail Boss|Truck|Blue|4100|44995.0
80211|2022|Chevrolet|Silverado 1500 Custom Trail Boss|Truck|Silver|9100|42990.0
80212|2021|Chevrolet|Silverado 1500 Custom Trail Boss|Truck|Green|19800|38995.0
80310|2023|Chevrolet|Silverado 1500 LT Trail Boss|Truck|Black|3500|46995.0
80311|2022|Chevrolet|Silverado 1500 LT Trail Boss|Truck|Gray|11400|44450.0
80312|2021|Chevrolet|Silverado 1500 LT Trail Boss|Truck|Red|23300|39900.0
80410|2023|Chevrolet|Silverado 1500 High Country|Truck|White|2900|62995.0
80411|2022|Chevrolet|Silverado 1500 High Country|Truck|Blue|10200|59900.0
80412|2021|Chevrolet|Silverado 1500 High Country|Truck|Black|22100|55950.0
80413|2020|Chevrolet|Silverado 1500 High Country|Truck|Brown|33800|49900.0
80510|2019|Chevrolet|Silverado 1500 RST|Truck|Silver|47000|34995.0
80511|2020|Chevrolet|Silverado 1500 RST|Truck|Red|38500|36900.0
80512|2021|Chevrolet|Silverado 1500 RST|Truck|White|21000|39950.0
80610|2023|Chevrolet|Silverado 1500 LTZ|Truck|Black|4100|51995.0
80611|2021|Chevrolet|Silverado 1500 LTZ|Truck|Gray|24300|46900.0
80612|2020|Chevrolet|Silverado 1500 LTZ|Truck|Silver|38800|42995.0
80710|2018|Chevrolet|Silverado 1500 Z71|Truck|Blue|58100|32900.0
80711|2017|Chevrolet|Silverado 1500 Z71|Truck|White|74200|28950.0
80712|2016|Chevrolet|Silverado 1500 Z71|Truck|Red|98800|25900.0
80810|2015|Chevrolet|Silverado 1500 High Country|Truck|Black|112300|28900.0
80811|2014|Chevrolet|Silverado 1500 LTZ Z71|Truck|Brown|154200|22900.0
80812|2013|Chevrolet|Silverado 1500 LT|Truck|Gray|165300|17950.0
80910|2020|Chevrolet|Silverado 2500HD High Country|Truck|Black|22000|58995.0
80911|2021|Chevrolet|Silverado 2500HD LTZ|Truck|White|15700|55900.0
80912|2019|Chevrolet|Silverado 2500HD Custom|Truck|Silver|43500|42995.0
90110|2023|Ford|F-150 XL|Truck|White|5100|34995.0
90111|2022|Ford|F-150 XL|Truck|Silver|11200|31950.0
90112|2021|Ford|F-150 XL|Truck|Blue|22800|28995.0
90210|2023|Ford|F-150 XLT|Truck|Black|4500|38995.0
90211|2022|Ford|F-150 XLT|Truck|Red|9800|36900.0
90212|2021|Ford|F-150 XLT|Truck|Gray|24300|32900.0
90310|2023|Ford|F-150 Lariat|Truck|Gray|3900|49950.0
90311|2022|Ford|F-150 Lariat|Truck|White|13800|46995.0
90312|2021|Ford|F-150 Lariat|Truck|Blue|29900|42950.0
90410|2023|Ford|F-150 King Ranch|Truck|Brown|2600|58995.0
90411|2022|Ford|F-150 King Ranch|Truck|Black|9300|55900.0
90412|2021|Ford|F-150 King Ranch|Truck|Red|21100|52950.0
90510|2023|Ford|F-150 Platinum|Truck|White|3100|61995.0
90511|2022|Ford|F-150 Platinum|Truck|Blue|12200|58900.0
90512|2021|Ford|F-150 Platinum|Truck|Gray|25100|54950.0
90610|2023|Ford|F-150 Limited|Truck|Black|1800|72950.0
90611|2022|Ford|F-150 Limited|Truck|White|8200|69900.0
90612|2021|Ford|F-150 Limited|Truck|Silver|20300|65995.0
90710|2023|Ford|F-150 Raptor|Truck|Orange|2200|76995.0
90711|2022|Ford|F-150 Raptor|Truck|Gray|7900|73900.0
90712|2021|Ford|F-150 Raptor|Truck|Black|18800|68995.0
90810|2023|Ford|F-150 Tremor|Truck|Red|2900|56995.0
90811|2022|Ford|F-150 Tremor|Truck|Blue|11300|53950.0
90812|2021|Ford|F-150 Tremor|Truck|White|25400|49900.0
